iindex,DateTime,CloseTime,Julian Open Time,Julian Closing Time,Latitude,Longitude,AltP_feet,AltP_meters,CH4 (ppmv),CH4 (ppbv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CS2 (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),EtCl (MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E/B),"1,3-Butadiene (B)",trans-2-Pentene,cis-2-Pentene,3-Methyl-1-butene,2-Methyl-1-Butene,2-Methyl-2-butene,"1,2-Propadiene",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),2-Methylheptane (B),3-Methylheptane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)","2,2,4-Trimethylpentane (B)","2,3,4-Trimethylpentane",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane,Methylcylohexane (B),Benzene (E/MS),Toluene (B),Ethylbenzene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS),LL,Year,Month,Day,Hour
3632,2021-12-10 18:36:00,18:36:59,44540.77552,44540.77568,34.0756457,-117.3034712,1862.0,567.5376,1.997309539,199.7309539,112.8306024,424.9633012,568.6829138,,10.11249309,494.4597105,228.1945801,69.96542945,16.22958894,3.561770127,3.455481274,77.24628487,150.6173928,269.8542117,24.05762652,28.02768327,16.1686406,1.473277209,78.09141319,95.63067677,0.875391327,2.51327975,558.3802289,7.852542418,0.761698991,0.904292738,0.362571943,0.578883282,1.900918381,,19.4080992,7.275213115,1.578401823,4.706457334,0.553917427,6.278037128,0.755363623,1.046178846,0.899282448,1783.379904,168.7585887,235.5920987,678.3085994,35.72336697,128.9931672,252.6774163,9.243184327,7.96387044,,,113.2489878,54.77409279,,6.488156989,,,,,,,,16.89379099,9.108386942,3.604267739,3.013540683,,5.965286198,7.642880317,19.53257392,13.17028422,7.711419261,8.395215363,,,9.219403709,6.133257738,14.08285767,4.119483355,6.697538787,13.1115552,7.106933871,6.582796279,54.37761206,50.459103,12.30581617,44.51341661,13.13130661,,,,,,,,3.017598257,,4.432423918,,"(34.0756457, -117.3034712)",2021,12,10,18
3633,2021-12-10 18:37:00,18:37:57,44540.77619,44540.77635,34.0874947,-117.2613998,1144.0,348.6912,1.998186935,199.8186935,107.3022237,436.8749472,884.2141951,,144.6051679,489.084333,219.674186,69.05874822,16.13688351,3.923237238,3.874101073,218.754409,143.3453911,258.2968679,22.533516,27.84995604,15.83822307,1.406453911,76.10597688,81.05688096,0.946457536,2.589216319,522.3642339,7.764287872,0.768886423,0.829378102,0.369643539,0.643473345,1.885102277,,17.5809533,6.422381718,1.366363007,4.834838953,0.644338375,6.492678045,0.775660344,1.116402689,0.959414436,1822.503373,217.26443,242.3360271,768.0932575,47.37048888,143.4031329,262.0605153,13.16497157,7.124347985,,,146.6376337,59.47595134,,8.807065421,4.874163765,,,,,,3.973376497,19.90040368,10.94282472,4.452347631,4.216342746,3.436788897,5.38470263,7.948304691,22.91455476,14.02466096,9.129705203,9.707269475,,,10.07669741,7.757455538,14.85340219,4.633149553,7.986225521,16.69398639,7.144285346,6.975208454,55.18489966,53.31557467,7.710684932,24.15381447,9.650680953,,,,4.23318816,,,,4.63633675,,9.296106173,,"(34.0874947, -117.2613998)",2021,12,10,18
3634,2021-12-10 18:38:00,18:38:16,44540.77644,44540.77657,34.0917516,-117.2471486,965.0,294.132,2.004117526,200.4117526,113.9638551,440.3416719,566.7802688,,9.987653815,503.7241732,229.251042,71.25386497,16.64504879,3.928384679,3.968807257,58.14248801,147.3963898,261.4353071,22.61396595,28.38697602,19.20777648,1.444372149,79.10539253,91.49541371,1.261334979,3.841153811,556.1223133,7.77743492,0.761295698,0.990498255,0.522048616,0.850563432,2.223723736,,20.29310015,7.506432207,1.64086634,5.149111567,0.641774081,6.701285855,0.885771627,1.200912307,1.159542646,1935.491697,215.1591278,253.1656716,780.7950899,47.94725994,133.1011588,275.6646529,12.14660148,6.475390432,,,135.6802381,65.04151534,,13.35229691,,,,,,,,20.84779913,13.89718113,6.406167896,5.258448442,6.365551299,6.948404164,8.588196039,23.14552276,15.85940766,10.78515178,12.57438563,,,11.51878743,10.18414676,15.80475291,5.841191228,5.923558002,16.73458812,7.44737624,9.163733151,93.01223651,77.17457833,11.85173299,40.22199665,13.66108466,4.607954717,,,6.122065441,4.481469742,3.088143406,,9.715322549,3.344300908,8.507982713,,"(34.0917516, -117.2471486)",2021,12,10,18
3635,2021-12-10 18:38:00,18:38:32,44540.77662,44540.77676,34.0953281,-117.235326,1253.0,381.9144,2.009367377,200.9367377,112.2013873,419.7447124,572.4536331,,9.460980859,497.910638,228.3287165,71.76607577,16.2839102,3.410657783,3.442818616,58.74007095,147.1728087,270.1831021,23.06871408,28.59932887,17.64499173,1.387650666,78.10887861,86.37123187,0.948468022,2.54745376,569.4119546,7.44701109,0.805156115,0.929658254,0.390226052,0.610830884,1.9022531,,21.38466602,7.543584553,1.58307726,4.588406584,0.583647094,6.377149859,0.802752013,1.056378303,0.950766977,1796.33135,226.043886,271.1161196,817.230201,52.88300484,137.9803706,287.4430355,11.9132116,6.896872142,,,154.4888479,63.27237295,,11.082999,7.631914316,,,,3.192468118,,,21.96475048,13.03122165,6.817516572,5.156979706,3.526455649,6.946709199,9.552709467,26.16302966,17.39262037,11.06475051,10.74454308,,,13.10235629,9.547637585,18.82544923,5.62622812,5.130224341,19.28921946,7.793765832,11.08034598,58.48498065,77.23134701,8.763261696,24.91289134,10.1688472,,,,4.211504216,3.68200443,,,4.706732281,,12.12642658,7.695746572,"(34.0953281, -117.235326)",2021,12,10,18
3636,2021-12-10 18:38:00,18:38:57,44540.7769,44540.77705,34.100906,-117.2169001,1952.0,594.9696,1.996431816,199.6431816,102.5824286,436.972213,536.8011902,,25.026522,494.1022962,226.659889,69.72667505,16.16472484,3.260205895,3.335963607,45.64433157,142.6827805,258.1514792,22.18446154,27.61445276,17.93843902,1.320975268,78.27829634,79.79404692,1.000587659,2.495694373,519.0801121,7.578612171,0.752353277,0.898233286,0.391679508,0.691027432,1.915203863,,15.84381587,6.350683915,1.362491994,4.435839601,0.584120296,6.44760872,0.800548219,1.129527423,0.960767394,1765.211294,189.9084984,246.9633335,652.3933881,40.00025154,112.1031442,244.2219355,8.659467084,6.405493465,,,122.074603,57.25074402,,7.452556983,,,,,,,,17.62831115,11.05301809,4.280417422,3.886454436,,5.184983981,8.058814308,22.62833335,13.34787284,10.1828195,9.326394472,,,11.53911104,7.200510012,14.3792981,4.319141908,4.865779788,16.93495524,6.797895754,10.56960506,56.21624713,49.48148205,7.225492758,20.59400619,7.907687314,,,,3.743582819,,,,3.411469244,,7.784579265,,"(34.100906, -117.2169001)",2021,12,10,18
3637,2021-12-10 18:39:00,18:40:00,44540.7776,44540.77778,34.0747206,-117.2143599,3567.0,1087.2216,1.985591199,198.5591199,90.24899622,422.9964842,554.3953859,,6.455136191,498.0376305,223.9429792,69.13110312,16.41194382,3.235053745,3.41168979,24.23559589,132.6669048,256.2516378,22.28278689,27.1335773,14.85315527,1.299967206,77.18563952,79.28163704,0.751841634,2.264990555,518.5942995,8.376935989,0.631776612,0.859601685,0.259109218,0.49528649,1.608559391,,17.1228644,7.526875137,1.489751328,4.418177203,0.563360531,5.982191543,0.764465412,1.04021422,0.897242066,1465.83689,75.79244315,178.0209183,552.7577688,10.53243496,73.74682413,138.128514,3.866317937,,,,53.5451134,30.8491448,,,,,,,,,,8.373813276,8.711551334,,,3.347144345,4.83311654,,8.295153328,5.007455615,3.253297004,3.618076206,,,,,5.011266145,,,10.82467477,4.416467305,,40.3763198,23.58833916,3.047226127,11.2163968,3.787397016,,,,,,,,,,,,"(34.0747206, -117.2143599)",2021,12,10,18
3638,2021-12-10 18:40:00,18:41:01,44540.7783,44540.77848,34.0906568,-117.2738414,5393.0,1643.7864,1.999889072,199.9889072,79.29450766,441.5561318,557.3289347,,10.38509991,487.9213484,227.0418688,70.10501773,16.16233432,3.117633751,3.200441472,21.33944039,135.4141895,260.8522036,22.90953902,27.24291786,14.69426695,1.323687186,77.73051154,81.44774545,0.714476853,2.149386044,558.4550544,9.293755572,0.545762182,0.809799011,0.230424403,0.346018088,1.520208544,,16.55502065,6.991167794,1.473042249,4.3313742,0.555516138,5.863670707,0.739512285,1.00428211,0.86773248,1415.223089,65.84382616,175.2888271,537.2316894,6.636324396,69.54729541,119.5304632,,,,,45.90317938,25.49185048,,,,,,,,,,7.927422568,8.296800229,,,,3.890426964,,7.550237274,4.360685317,,,,,,,3.513347336,,,8.789635911,3.24740243,,39.41585486,17.33895179,,4.706542294,,,,,,,,,,,,,"(34.0906568, -117.2738414)",2021,12,10,18
3639,2021-12-10 18:45:00,18:45:16,44540.78125,44540.78144,34.1563201,-117.5599965,6405.0,1952.244,1.999885327,199.9885327,79.26005641,415.5616849,544.3697539,,23.92857143,498.3670329,227.3158197,71.24646762,16.26720299,3.262492084,3.286415042,22.03030405,133.1937198,258.0925543,22.37558462,26.61301029,15.0812655,1.297347583,78.28497572,81.01633323,0.726652277,2.258217014,542.0969862,8.856846782,0.553529696,0.925115523,0.280269978,0.530217939,1.731394282,,17.62973547,7.059693063,1.4527316,4.646241908,0.610136311,6.713446599,0.83844787,1.209236174,1.005854329,1445.904412,57.3656276,162.2847066,520.0336391,6.609774108,65.52514374,125.3998224,,,,,46.19451982,29.09910475,,3.540467592,,,,,,,,9.20998503,8.415373142,,,,3.539812526,,7.069172768,4.563118928,,,,,,,3.606254824,,,,,,37.95517894,18.70284807,3.329028584,8.199071549,4.042581092,,,,,,,,,,,,"(34.1563201, -117.5599965)",2021,12,10,18
3640,2021-12-10 18:48:00,18:48:45,44540.78368,44540.78385,34.1525379,-117.8070481,4816.0,1467.9168,1.981056527,198.1056527,87.57295955,435.4160138,567.0039533,,22.61045399,497.9603085,223.25433,69.51334784,16.18113642,3.215005535,3.370462927,26.54004163,138.1271369,263.0793639,22.77663934,26.82131807,15.24121953,1.299448323,77.374533,82.36823937,0.742685893,2.325677052,548.4512633,8.875085015,0.58715379,0.821219412,0.292884445,0.564894451,1.722010734,,17.03778816,7.365526847,1.488868023,4.326050401,0.584865775,6.10252668,0.792834801,1.118850238,0.958068728,1445.977961,71.87209804,179.200389,494.8925796,11.8262704,68.43972294,146.2608748,,,,,57.8831775,32.14054704,,,,,,,,,,8.457067763,6.507266092,3.77712549,4.012505313,5.618420865,3.154667807,,10.09576295,6.178964909,3.640310021,3.471384096,,,3.18887753,4.853382439,6.214207069,,3.384890287,10.43498648,,,46.07171876,31.13027291,7.195477137,24.10968889,9.096950525,3.723368812,,3.802766744,3.520628217,4.51233593,3.827615457,3.398563142,6.030970946,5.211465504,,,"(34.1525379, -117.8070481)",2021,12,10,18
3641,2021-12-10 18:50:00,18:50:12,44540.78472,44540.78486,34.1503095,-117.9305445,2606.0,794.3088,2.001515395,200.1515395,92.46737889,415.4924055,555.3515473,,10.62550941,491.5951218,226.8702568,69.86025017,16.21896426,3.144065567,3.259921014,40.40865059,148.1288563,266.3134008,23.29012768,28.17744735,15.89259163,1.341991848,77.34713794,82.60014867,0.896188377,2.504100443,558.9653331,8.221988725,0.677664953,0.83869365,0.3323236,0.550959491,1.681014578,,19.6172523,7.307886857,1.519348872,4.603519169,0.593236642,6.514771512,0.814550372,1.134372026,1.008719339,1721.392125,151.3737888,240.2472828,693.2846188,28.94688502,108.6078562,243.4150379,6.052494498,4.014211519,,,105.361702,50.98135606,,,,,,,,,,15.40045071,10.2619356,4.976440622,3.519142371,,6.761447488,6.73051651,18.90335789,13.12558928,7.43196585,7.522663531,,,7.35683956,5.847928021,11.56513103,,3.913779395,14.94574199,5.845324374,5.865306593,51.16708883,40.36198821,5.662789973,13.6011837,5.872579629,,,,,,,,,,,,"(34.1503095, -117.9305445)",2021,12,10,18
3642,2021-12-10 18:50:00,18:51:09,44540.78535,44540.78552,34.1534769,-118.0085946,1519.0,462.9912,2.062643975,206.2643975,178.36415,433.6603616,601.8920076,1.096517735,14.48296736,515.2275315,232.2126289,70.0108658,16.85750956,3.450947175,3.37375496,191.0875925,220.7603092,319.3793975,25.83284004,31.37466478,24.51825265,1.385085686,79.95331242,168.7617008,2.564710759,22.34346981,561.5237155,8.781998077,0.721180871,0.970387148,0.756415732,1.467191151,2.508580915,,25.22304649,8.728370943,2.048001621,5.961143775,0.845169646,8.099500214,0.92516857,1.424715805,1.362114175,3093.033348,657.5815492,625.3468752,1525.432174,150.4557321,308.2504782,850.208704,29.15585529,24.48980284,6.232883641,5.300850492,417.3132794,160.3730571,7.084972806,28.03295076,15.30279061,5.174501734,,4.718369805,10.26283976,,20.01546081,59.94664556,37.19689465,15.82026259,13.11015569,11.85810066,18.09450135,33.65706499,90.80378855,57.00215487,36.7232469,37.65206544,,,47.36733713,30.51432144,69.16526638,23.73994656,16.43488528,56.49911743,28.22765413,26.69342161,114.6436666,218.3090602,32.26273983,111.6220858,41.5509619,32.20836055,3.747024429,8.72559597,21.49501372,15.29201168,10.46114871,7.198176827,24.10686452,11.93902141,19.83510227,6.561336266,"(34.1534769, -118.0085946)",2021,12,10,18
3643,2021-12-10 18:51:00,18:52:09,44540.78604,44540.78622,34.173664,-118.0790924,2048.0,624.2304,2.019638837,201.9638837,131.3760403,433.070134,553.6344297,,17.88406696,505.2669671,232.9254323,73.2648046,16.43839041,3.380010548,3.302640276,105.0599122,175.1101372,287.6612069,23.99092172,28.58199292,19.34100575,1.401420824,79.41217478,107.1558826,1.304267881,3.288290005,541.6647733,8.21099039,0.708588055,0.855400874,0.541754121,0.978473904,1.918250241,,19.78125178,7.49726366,1.830634053,7.638002161,0.707911534,8.416856035,0.902325627,1.479314894,1.202026264,2217.631173,338.0717354,341.931635,954.9793155,89.34877552,184.9236601,453.996209,22.31388521,11.579538,3.283623229,,222.4933431,91.58359015,3.788432433,28.13498837,7.353288993,,,,4.313382285,3.430584868,6.949218345,30.74150052,24.64949099,6.814526509,4.962164147,3.836306204,12.06706165,15.71995597,45.90253995,27.85094879,21.25465839,22.2274332,,,21.00703668,14.30617238,29.07199631,8.129468028,9.069418298,28.70651819,14.56046716,15.76002072,74.81342573,88.26436737,13.77573518,44.05960638,16.13389459,8.639358022,,,7.563840145,5.109054073,3.128759874,,9.052150753,,10.14713262,,"(34.173664, -118.0790924)",2021,12,10,18
3644,2021-12-10 18:52:00,18:53:11,44540.78675,44540.78693,34.1626121,-118.0482371,1688.0,514.5024,1.996252585,199.6252585,106.9802022,419.7681814,585.0386393,,7.111775758,494.2428987,232.170137,71.45277084,16.19799833,3.299542583,3.155049359,64.7776346,155.7124594,290.1258412,24.06801093,28.63886477,18.25033445,1.435558155,78.63234156,93.28910168,0.980142232,3.044327715,586.6605454,8.538830549,0.792918955,0.923004366,0.461111229,0.856441486,2.042697855,,19.18387349,8.049728365,1.755605262,5.157565089,0.68105685,7.284195181,0.90786059,1.405337804,1.012671646,1832.839453,199.8180824,284.7043805,729.3416815,39.56313111,124.9443181,295.7030202,34.06027789,9.833862343,,,140.9282221,64.30216117,,28.15765949,3.90850496,,,,4.557074335,,,18.99845373,13.41482953,6.116485055,6.242706912,4.952883671,7.934226719,10.49286256,28.24383748,17.80619054,11.06777035,11.8748756,,,12.4675926,11.65994396,19.39770838,6.302823809,7.090636124,19.00334378,8.709481891,7.700324837,60.05379207,68.31355227,11.72464788,43.01829814,14.51177531,6.374386985,,3.108411542,6.653972606,7.321450201,,3.325777963,11.02791945,5.133790141,12.55854104,3.296871481,"(34.1626121, -118.0482371)",2021,12,10,18
3645,2021-12-10 18:54:00,18:54:14,44540.7875,44540.78766,34.2611239,-118.2002719,5187.0,1580.9976,2.007868868,200.7868868,81.78333394,422.3001604,587.7595841,,11.35595609,503.5182406,231.0452431,69.54565438,16.67274635,3.23253944,3.233813592,27.45591037,144.7493445,277.6594834,23.34316925,28.24888239,14.363991,1.225383055,78.87808914,84.54796186,0.726362853,2.787383603,566.2247701,9.43398716,0.483489497,0.806026181,0.253415578,0.419903398,1.470068225,,19.38227062,6.316803519,1.468171998,4.418171636,0.568393994,6.03384812,0.70792156,1.036341208,0.851542315,1517.241959,77.14002114,185.4069628,615.1553878,8.868368203,82.94068804,150.7893053,,,,,58.69805869,36.15318744,,3.326286837,,,,,,,,12.62568333,6.873703937,,,,4.240183352,,10.89778093,7.893432014,3.048392255,3.043834207,,,,,5.327122463,,4.672124578,8.172953152,3.617784786,,43.81384453,26.17782744,4.46446259,10.62409303,4.833440679,,,,,,,,,,,,"(34.2611239, -118.2002719)",2021,12,10,18
3646,2021-12-10 18:55:00,18:55:35,44540.78837,44540.7886,34.3362511,-118.248169,5658.0,1724.5584,2.011986771,201.1986771,84.09037993,426.7197982,542.6096012,,6.38479453,506.8134175,232.771741,72.32070186,16.50007598,3.244605875,3.302286155,26.06885851,137.3534572,262.0534229,23.94985966,28.09115858,14.6944551,1.319053123,78.96614593,79.77862365,0.767863347,2.254285427,552.0289655,9.339557552,0.48809366,0.782759546,0.252054636,0.348588959,1.430537377,,17.23639299,6.802173005,1.496105053,4.469403284,0.573771079,6.092456982,0.767435991,1.045173152,0.907886443,1510.206436,84.16724537,186.1310354,624.5995267,11.37621907,87.56089687,153.7404035,,,,,59.52039617,35.220425,,16.88884455,,,,,,,,10.45746362,5.961962498,,,,4.666071027,3.004689431,10.94484542,6.943960881,3.330609214,,,,,,4.425303835,,3.572801148,7.43262342,3.483792757,,40.96087362,20.75929328,3.0621575,9.181900832,,,,,,,,,,,,,"(34.3362511, -118.248169)",2021,12,10,18
3647,2021-12-10 21:44:00,21:45:03,44540.90598,44540.90628,37.5249112,-120.5145225,18030.0,5495.544,1.927832003,192.7832003,56.87190393,426.6284699,604.7809902,,6.582852495,496.1793329,225.9579801,70.02867186,16.28053311,3.139935046,3.184908334,14.18768558,131.9222092,265.0582069,22.51143493,26.30172918,12.30419688,1.303520314,77.02973145,70.13293684,0.174437031,1.327619532,584.3105049,8.435181314,0.23640036,0.664661877,0.175353844,0.273016495,0.896895849,,11.91932858,6.196645996,0.885865124,1.899570608,0.263333946,2.317813814,0.300116685,0.266580083,0.238899943,756.2223343,7.41223679,92.17862286,138.8155779,,28.16076026,31.68032031,,,,,9.844878579,6.671325391,,,,,,,,,,3.756149265,,,,3.86916171,,,,,,,,,,,,,,,,,16.63011723,7.518741715,3.260416178,9.230987953,4.833022728,,,,3.505439155,3.870547916,,3.112355414,6.223258821,4.482119096,,,"(37.5249112, -120.5145225)",2021,12,10,21
3648,2021-12-10 21:46:00,21:47:00,44540.90734,44540.90764,37.667879,-120.6731426,16278.0,4961.5344,1.939296524,193.9296524,62.87763925,424.0192303,601.237429,,12.65894442,489.2757547,224.8976571,70.18724346,16.18227878,3.045868974,3.175402136,14.6392474,133.6085964,255.7531371,22.20722718,26.12772577,12.66296681,1.277058079,78.39574832,70.35450835,0.572283135,1.472622646,529.5937406,7.267676998,0.263317033,0.741358835,0.176783642,0.248950321,1.11264801,,14.90662168,7.754508884,1.318980075,2.997918889,0.446321209,3.05704945,0.378025321,0.511414486,0.289976615,849.760161,31.70112739,98.15774724,163.2412317,21.95316816,22.24102692,33.76891555,4.418483985,,,,11.0921328,7.15793301,,,,,,,,,,4.061088242,,,,,,,,,,,,,,,,,,,,,21.94620992,3.969623104,,,,,,,,,,,,,,,"(37.667879, -120.6731426)",2021,12,10,21
3649,2021-12-10 21:48:00,21:49:22,44540.90899,44540.90928,37.8240637,-120.8470072,13697.0,4174.8456,1.940084338,194.0084338,54.27859666,425.3609489,595.2153579,,8.339810799,502.1123203,227.0463594,69.56209445,16.26143331,3.098211407,3.245795366,13.22611744,132.8006792,260.967169,23.12466014,26.87478646,12.39719089,1.239592266,77.80154598,73.50748262,0.488282014,1.805994707,558.9005796,7.330522285,0.226280001,0.723369349,0.332372742,0.380711358,1.153866435,,16.53165882,7.075354116,1.282155753,2.8835164,0.397719665,4.099916118,0.535445127,0.738997244,0.485706533,975.3241618,7.336678243,101.8804345,225.3345118,,32.54504339,58.33742632,,,,,16.8243027,12.4805958,,,,,,,,,,5.74074333,,,,,,,,,,,,,,,,,,,,,20.75448067,7.86803411,,7.341876851,3.574786373,,,,,,,,3.390193996,,,,"(37.8240637, -120.8470072)",2021,12,10,21
3650,2021-12-10 21:51:00,21:51:34,44540.91058,44540.91081,35.3289572,-118.7868488,11256.0,3430.8288,1.93701226,193.701226,62.57084914,427.9939819,568.6821043,,4.118795405,487.4799396,221.130921,69.08795431,16.1889836,3.121436727,3.183505214,14.60909809,136.3875232,257.04484,22.20220666,26.26856431,11.83959237,1.205770842,75.45465962,68.838372,0.220829858,1.443372463,521.0675467,7.290170809,0.241110313,0.602674794,0.166344747,0.225646631,0.865697777,,12.23293996,5.128198496,0.890028549,2.416386514,0.301041974,3.421334561,0.393975538,0.521232991,0.347528208,952.9766028,6.024644083,91.80841158,208.5504442,,26.4976479,48.88829399,,,,,14.58581129,8.536898177,,,,,,,,,,4.613809177,,,,,,,,,,,,,,,,,,,,,18.07853381,4.149427631,,,,,,,,,,,,,,,"(35.3289572, -118.7868488)",2021,12,10,21
3651,2021-12-10 21:53:00,21:53:21,44540.91182,44540.91205,38.1212738,-121.1598616,13032.0,3972.1536,1.951981114,195.1981114,78.96503743,430.3981079,562.4351805,,5.716164732,492.2181308,223.6591743,70.49076057,16.25825557,3.101271068,3.212926415,14.21653957,133.0251127,257.0458602,22.27228124,26.14548006,14.34480006,1.266758654,76.20324607,84.08313462,0.730312652,1.865110917,538.9839818,7.371571961,0.38148865,0.770759556,0.196244932,0.220575607,1.329209976,,17.18564576,6.41814316,1.430405799,3.579224394,0.496906686,4.674238638,0.601661089,0.790593119,0.533628847,1128.358326,129.4607171,126.3958409,289.8867994,90.71954314,33.90329584,76.09273651,19.39289415,59.12077008,,,19.38477313,22.35083402,,,,,,,,,,12.16384821,7.422317885,,5.755544861,3.787070099,5.684453002,,,,,,,,,4.673317232,,,,4.235575651,,,30.01614801,5.808903148,,,,,,,,,,,,,,,"(38.1212738, -121.1598616)",2021,12,10,21
3652,2021-12-10 21:55:00,21:55:20,44540.91319,44540.91343,38.2570925,-121.30374,10055.0,3064.764,1.947870147,194.7870147,73.96142634,420.5473347,581.2113157,,12.32323738,496.030778,224.1396487,69.56519522,16.22492048,3.412426204,3.173840935,13.87832022,133.4360859,257.8704105,22.29428162,26.79425842,13.89722378,1.312277455,77.41542264,74.49104349,0.896089932,2.066877167,554.36626,7.454493536,0.278586326,0.755429078,0.349631352,0.265529681,1.223659555,,27.04138123,7.927575937,1.872815627,4.877318414,0.731163418,7.384737157,0.97968785,1.359693826,0.939634519,1279.354553,22.53106731,133.5345921,442.5928996,10.12379906,62.29399637,127.841783,7.877696398,3.543184385,,,35.36442256,28.92620599,,,,,,,,,,9.708324244,5.491354725,,,,3.786875155,,5.897969399,3.049545772,,,,,,,,,,6.971051592,,,45.81524788,8.854674575,,4.054966562,,,,,,,,,,,,,"(38.2570925, -121.30374)",2021,12,10,21
3653,2021-12-10 21:57:00,21:57:18,44540.91458,44540.91479,38.3618324,-121.4392481,8526.0,2598.7248,1.949385258,194.9385258,76.44310957,421.1575209,573.456677,,9.365095237,488.9228371,221.6247925,69.54706604,16.14944904,3.083560374,3.184379428,14.25090716,132.0801505,259.4176111,22.26912816,26.94896134,12.11031765,1.200887454,75.66355648,80.47245314,0.499186822,1.808934522,526.3007976,7.290702353,0.308635028,0.737686961,0.198299663,0.260225969,1.22711609,,18.0080253,5.755206979,1.317435826,4.083396253,0.528595613,6.658517605,0.815093441,1.16855325,0.744980647,1351.179538,17.79085552,146.0670605,442.2794946,,60.38368322,122.0241755,,,,,33.99386586,26.58238099,,,,,,,,,,8.811162341,,,,,3.75895226,,4.088454103,,,,,,,,,,,7.23577507,,,32.3177668,8.408213151,,3.004186048,,,,,,,,,,,,,"(38.3618324, -121.4392481)",2021,12,10,21
